;Quote;Krant;Periode
116;Het DNA-molecuul behoort tot dergelijke zeer complexe systemen, evenals de samenhang van micro-organismen, planten, dieren en niet te vergeten mensen in een natuurlijk evenwicht. In ecologische systemen treden voortdurend verstoringen op. Die verstoringen kunnen natuurlijke oorzaken hebben, zoals overstromingen, epidemieën en andere natuurrampen, maar ook onnatuurlijke oorzaken, zoals industriële menselijke activiteiten en verontreinigingen van het milieu. Vanuit wiskundige modellen proberen we na te gaan hoe ecologische systemen werken, wat de gevolgen van natuurlijke en onnatuurlijke verstoringen zijn en vooral waar de grenzen liggen, die bij overschrijding onherstelbare schade aanrichten;Algemeen Dagblad;1980-1989
117;Daarom hebben we najaren van proberen en testen een computermodel ontworpen, waarin dagelijks 65 variabelen worden ingevoerd. Zo worden o.a. financiële trends meteen duidelijk. Maar dat wil niet zeggen dat de menselijke factor uitgeschakeld wordt. Het is een uitstekend hulpmiddel, maar meer ook niet.;De Telegraaf;1980-1989
118;De vraag is altijd hoe je het beter moet doen dan de index. Daarom hebben wij een nieuwe techniek ontwikkeld, die er uit bestaat dat we grotendeels in indexfondsen beleggen en daarbij gebruik maken van opties en termijncontracten om het risico te verminderen en het rendement te verhogen. We gaan uit van de Moderne Portefeuille Theorie, in de VS zijn ervaring uit te breiden.;De Telegraaf;1980-1989
119;De belangstelling is groot en we hopen binnen een jaar een belegd vermogen van 9 a 10 miljoen te hebben.;De Telegraaf;1980-1989
120;"Andere Amerikaanse bedrijven, die in Europa wilen uitbreiden, stellen meestal eerst distributeurs of agenten aan. Maar dat geeft in de praktijk vaak moeilijkheden. Daarom hebben wij het anders aangepakt,"" aldus AI- Corp-president Bob Goldman, voorheen topman van het Amerikaanse softwarebedrijf Cullinet.";De Telegraaf;1980-1989
121;"Wij hebben met Schroder Ventures, een Engelse verstrekker van venture capital, een contract gesloten waarbij zij in drie jaar $ 7 miljoen ter beschikking stellen van AlCorp Europe. In feite kopen zij AlCorp Europe en we hebben een regeling waarbij AlCorp de Europese vestigingen terugkoopt als ze winstgevend zijn geworden. Zo houden we in de VS de zaak financieel gezond ' en expanderen we toch snel. want AlCorp Europe verkoopt wel uitsluitend onze produkten. Het is de eerste keer dat zon arrangement tot stand is gekomen.""";De Telegraaf;1980-1989
122;Toen was het onmogelijk te voorspellen wat die ontdekking en het daarop volgende wetenschappelijk onderzoek voor de maatschappij zouden betekenen. Voor mij staat vast dat de gevolgen van de ontwikkeling van AI ingrijpender zullen zijn. ;De Telegraaf;1980-1989
123;Ik denk niet direct aan de inzet bij vredesbesprekingen, maar misschien komt dat er nog wel van. Nee, ik denk aan situaties als het verdelen van een budget in een bedrijf, terwijl er over de verdeling verschillende meningen bestaan. In zo'n geval kan een expertsysteem laten zien wat de werkelijke verschillen en overeenkomsten in mening zijn. Op basis daarvan is er beter te beslissen.;De Telegraaf;1980-1989
124;Misschien is het pas over twintig of over vijftig jaar zover, maar er komt een tijd dat computers mensen kunnen helpen elkaar te begrijpen in de zin van waarderen, van aanvaarden. Ik zal mijn hele leven blijven werken aan een expertsysteem dat daarin behulpzaam kan zijn.;De Telegraaf;1980-1989
125;AI stelt computers in dienst van ons denken. Het is dus niet zo dat we computers laten denken, computers helpen ons bij het denken. We weten zelf niet eens wat denken is. Of een computer kan leren denken is dus een vraag voor filosofen. Het gaat er veel meer om dat de computer inspringt op punten waar wij niet sterk in zijn. Zoals het vermijden van fouten in logica, snel werken, het tonen van mogelijkheden waar wij niet aan gedacht zouden hebben, en het verhinderen dat we te snel een conclusie trekken.;De Telegraaf;1980-1989
126;De superchips zijn van belang omdat zogeheten kunstmatige intelligentie ‚Äî de basis voor de vijfde generatie computer ‚Äî enorme geheugencapciteit in computers vereist. Met deze ontwikkeling zijn wij ook Japan een slag voor. Daar werd enkele jaren geleden door het Japanse ministerie van Handel en Industrie (Miti) een nationaal project gestart om de ontwikkeling van een vijfde generatie computers mogelijk te maken.;De Telegraaf;1980-1989
127;Maar als dat inderdaad zo is, dan nog maakt het voor het subsidieprogramma niet veel uit. Van belang is dat Philips en Siemens ervaring opdoen in deze technologie, die veel meer omvat dan het ontwikkelen van één enkele chip. Bij iedere toepassing komt er weer een andere chip uit;De Telegraaf;1980-1989
128;Er zou een topconferentie moeten komen om de toekomst van de wereld te hespreken;De Telegraaf;1980-1989
129;Ik maak de komst van de artilect nog mee, maar huiver van de gevolgen die dit met zich mee kan brengen. Vandaar mijn voorstel tot een wereldconferentie.;De Telegraaf;1980-1989
130;"De artilect"", de menselijke machine, is dan geboren. Daarmee zijn wij beland in het stadium waarin machines knapper kunnen zijn dan hun scheppers en de mens dus ondergeschikt kan raken aan de machine.";De Telegraaf;1980-1989
131;Binnen een generatie hebben wij computers die evenveel hersencellen, oftewel neuronen, zullen hebben kunstmatige natuurlijk, als de hersenen van een mens.;De Telegraaf;1980-1989
132;Hij stelt het aantal menselijke neuronen op honderd miljard, terwijl elke neuroon met 10.000 andere in contact staat.;De Telegraaf;1980-1989
133;De mens zal wel steeds meer met zijn hoofd moeten werken en minder met zijn handen.;De Telegraaf;1980-1989
134;Dit alles betekent, dat men niet meer slaafs met iets bezig is, maar dat men een eigen mening moet hebben. Je zult dan echter ook moeten accepteren, dat je hiervoor direct de verantwoording draagt. Met deze aanpak zijn wc al volop bezig.;De Telegraaf;1980-1989
135;Vroeger was elk bedrijf opgedeeld in een aantal afdelingen. Dat was nodig omdat de ene afdeling haar informatie moest doorgeven naar de andere. Tegenwoordig heb je echter de microelektronica, die er voor zorgt, dat de informatie op zijn plaats komt. Een hiërachische structuur, waarbij een hele papierwinkel er voor moet zorgen, dat iedereen op tijd zijn informatie krijgt, is daarbij niet meer nodig. Terminal en toetsenbord zorgen er voor, dat de informatiestroom dwars door de organisatie heen razendsnel kan worden doorgegeven;De Telegraaf;1980-1989
136;82% van de PC-gebruikers op een of andere manier ontevreden over zijn apparatuur.;De Telegraaf;1980-1989
137;Het bedrijf is financieel sterk genoeg om groei en expansie uit eigen middelen te financieren. Bovendien belemmert een beursnotering de vrijheid van handelen, omdat iedereen ons dan in de gaten houdt.;De Telegraaf;1980-1989
138;Twee bankiers, iemand van TNO, twee werknemers van softwarehuizen, twee hardwareleveranciers, een man van een Amerikaans consultantsbureau en twee van onze eigen mensen;De Telegraaf;1980-1989
139;Ons wordt vaak gevraagd wat dat nou eigenlijk is. Mensen associëren het dikwijls met hard- of software. Er is echter geen sluitende definitie voor. Bovendien is er een bepaalde ontwikkeling: een operating systeem werd vroeger nog kunstmatige intelligentie genoemd Het komt er op neer, dat de computer creatief moet zijn en kunnen communiceren en meedenken met degene achter het toetsenbord. Hij moet nieuwe situaties aan kunnen: 'Heb je daar en daar aan gedacht?' Zo ontstaat een vraag- en antwoordspel waarbij het systeem kan assisteren om tot de beslissing te komen. Daarvoor is een gigantische geheugencapaciteit nodig: alle kennis en ervaring die nu bij menselijke deskundigen in 't hoofd zitten, worden elektronisch opgeslagen. Dat gaat veel verder dan het opzetten van een databank. Het volledige menselijk denken zal nooit kunnen worden overgenomen. Een manager beslist ook op basis van zijn intuïtie.;De Telegraaf;1980-1989
140;Daarom zijn er veel cognopsychologen (gespecialiseerd in het menselijke denkproces) en filosofen mee bezig. Die zijn getraind in logisch denken. Een specifieke informatica-achtergrond hoeft een toekomstige kennis-ingenieur dan ook niet te hebben. Hij moet vooral bekend zijn met bedrijfsprocessen.;De Telegraaf;1980-1989
141;Terwijl dat het logische vervolg is op de conventionele automatisering. Met name in de financiële wereld en innovatieve sectoren liggen er volop mogelijkheden, evenals ter ondersteuning in het onderwijs. De trage reactie van het bedrijfsleven op ons initiatief heeft ons dan ook verbaasd. Het lijkt wel alsof het alleen maar goed is, als het uit het buitenland komt;De Telegraaf;1980-1989
142;omgerekend ongeveer 350 miljoen mark te zullen laten reserveren voor de aanloopperiode van Eureka.;De Telegraaf;1980-1989
143;Zoek raken is onmogelijk;De Telegraaf;1980-1989
144;De door ACSIBS geboden hulp is precies wat een jonge onderneming als CE nodig heeft;De Telegraaf;1980-1989
145;Vroeger was dit alleen verplicht voor de technische richtingen, vertelt de militair-projectleider, maar met het oog op de toenemende rol van computerapparatuur ook in het militaire bedrijf, stellen wij het nu algemeen verplicht.;De Telegraaf;1980-1989
146;Vanaf september worden hier de manager-officieren opgeleid die onze krijgsmacht in de toekomst gestalte moeten geven.;De Telegraaf;1980-1989
147;Vooral de ontwikkeling op het gebied van communicatie gaat razendsnel. Deze moet meteen worden toegepast, anders is zij al verouderd. Daarom is het belangrijk dat wij de jongste kennis onmiddellijk in het studieprogramma opnemen.;De Telegraaf;1980-1989
148;"Vroeger was dit alleen verplicht voor de technische richtingen,"" vertelt de militair-projectleider, „maar met het oog op de toenemende rol van computerapparatuur ook in het militaire bedrijf, stellen wij het nu algemeen verplicht.";De Telegraaf;1980-1989
149;Wat interessant;De Telegraaf;1980-1989
150;We hebben geen schulden.;De Telegraaf;1980-1989
151;eind dit boekjaar weer winst te boeken ofwel back in the black te zijn.;De Telegraaf;1980-1989
152;Die computers worden te sterk.;De Telegraaf;1980-1989
153;"Alle geschut wordt door ons in stelling gebracht om voldoende sollicitanten aan te trekken. Televisie- en radiocommercials, permanent paginagrote advertenties in de vakbladen en voorpagina-advertenties in de dagbladen. Een positieve factor is dat de software-branche, anders dan vijf jaar geleden, eindelijk voor vol"" wordt aangezien en een groeiende aantrekkingskracht heeft op deze beroepsgroep";De Telegraaf;1980-1989
154;Deze cijfers zijn werkelijk door de accountant gecontroleerd;De Telegraaf;1980-1989
155;Dat kunnen redelijk los van elkaar staande, sterk verstorende factoren zijn. Als twee daarvan samen gaan tegenzitten werkt dat zeer zeker versneld een conjuncturele neergang voor de branche in de hand. En iedere versnelling is uiterst gevaarlijk;De Telegraaf;1980-1989
156;Wij verwachten een sterke toename van de omvang van de projecten en het aantal daarvan. Voorts neemt de automatiseringsgraad in de ondernemingen alleen maar Joe en daarmee wil elk bedrijf voorop gaan lopen, of blijven lopen. Om ons hoen zien we verder dat er bij de budgettering voor het komende jaar volop geld wordt vrijgemaakt voor de financiering van projecten, terwijl men er opnieuw toe overgaat om die specifieke deskundigheid daarvoor buitenshuis te zoeken;De Telegraaf;1980-1989
157;En in 1987 moet het aantal medewerkers verder groeien;De Telegraaf;1980-1989
158;Een dergelijke 'platte' organisatiestructuur zou wel eens onontbeerlijk kunnen zijn voor het goed functioneren van het kantoor van de toekomst.;De Telegraaf;1980-1989
159;Er wordt wel hard gewerkt aan de ontwikkeling van zo'n standaard, maar voorlopig levert dat weinig op. Het zal zeker nog vijf jaar duren voordat je meerdere apparaten van verschillende merken zonder problemen op elkaar kunt aansluiten.;De Telegraaf;1980-1989
160;Nederland zal hierbij wel niet veel achterblijven. Zonder de moderne technologie zou de hoeveelheid van het kantoorwerk niet meer uitvoerbaar en bovendien niet betaalbaar zijn.;De Telegraaf;1980-1989
161;Ondanks de recessie van de jaren tachtig is de werkgelegenheid op kantoor dan ook verder toegenomen. Dit geldt zowel voor het bedrijfsleven, als voor de dienstverlening en de overheid. Het aandeel van informatiearbeid in de totale werkgelegenheid zal voorlopig blijven groeien en tegen het einde van de jaren tachtig zal waarschijnlijk 40 procent van de beroepsbevolking in ons land voornamelijk bezig zijn met informatieverwerking en communicatie. Voor de 280 bij de VIFKA aangesloten bedrijven een enorme uitdaging.;De Telegraaf;1980-1989
162;Het aandeel van informatiearbeid in de totale werkgelegenheid zal voorlopig blijven groeien en tegen het einde van de jaren tachtig zal waarschijnlijk 40 procent van de beroepsbevolking in ons land voornamelijk bezig zijn met informatieverwerking en communicatie.;De Telegraaf;1980-1989
163;ESPRIT is een geweldige stimulans om met grote kracht de nieuwe technische gebieden binnen te treden;De Telegraaf;1980-1989
164;‚Moderne tanks zijn gemakkelijk te bedienen, maar heel moeilijk te onderhouden.‚Äù;De Telegraaf;1980-1989
165;‚Dat is misschien niet veel, maar oefenmunitie hebben we niet en zuinigheid is tegenwoordig troef bij de landmacht.‚Äù;De Telegraaf;1980-1989
166;Men vergeet wel eens dat hetgeen wij doen geen revisie is, maar een modificatiekunst. Wij moderniseren' de vuurleiding met o.a. een!laser-afstandsmeter, waardoor de tanks rijdend uitstekend en snel kunnen schieten en wij brengen extra bepantsering aan. Maar die tanks zijn wel 16 jaar oud, geen enkele tank is exact hetzelfde, dat heeft invloed op de montage van componenten en het valt niet mee om moderne elektronica te integreren . Elke tank die wij afleveren is echter zonder meer goed, de moeilijkheden komen pas met het onderhoud.;De Telegraaf;1980-1989
167;‚De informatie-technologie is de toekomst. Als Europa niet probeert de krachten te bundelen dan zijn we aan het einde van deze eeuw niets anders dan één van de rijkere ontwikkelingsgebieden.;De Telegraaf;1980-1989
168;‚ESPRIT is een noodzakelijk geworden initiatief van de Europese Commissie om Europa te beschermen tegen de suprematie van de Amerikaanse en Japanse informatie-technologie.;De Telegraaf;1980-1989
169;‚Het denken over de vraag of we wel op de goede manier bezig zijn wordt gestimuleerd.‚;De Telegraaf;1980-1989
170;Ik verwacht dat het systeem zal bijdragen tot de groei van deze verzelfstandigde NMB-dochter;De Telegraaf;1980-1989
171;Met het systeem wordt op de kantoren sneller en nauwkeuriger gewerkt. Het brengt ons normenstelsel voor leasing tot leven, ook voor employ√©s met weinig ervaring in deze sector. We hoeven minder bij te sturen omdat er minder wordt vergeten. Het systeem zal geen enkele arbeidsplaats kosten. We werken niet minder maar beter.;De Telegraaf;1980-1989
